DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 150.354 -24 -142 43 b_quark 0 4.18 156.293 75 137 -4
b_quark 0 4.18 155.211 -102 -30 -113 b_quark 0 4.18 119.375 114 -9 34
tau+ 0 1.78 152.876 110 72 -78 tau- 0 1.78 284.92 -174 -146 172
b_quark 0 4.18 128.209 92 30 84 b_quark 0 4.18 147.633 -121 9 -84
b_quark 0 4.18 147.127 -40 -70 123 b_quark 0 4.18 191.443 70 167 -62
b_quark 0 4.18 40.2799 -34 7 20 b_quark 0 4.18 110.555 78 -45 64
b_quark 0 4.18 107.273 -85 64 13 b_quark 0 4.18 62.5338 -14 -36 -49
b_quark 0 4.18 118.653 -19 -40 -110 b_quark 0 4.18 112.082 108 16 25
b_quark 0 4.18 108.238 -93 32 45 b_quark 0 4.18 197.43 174 6 -93
W+ 1 80.4 239.708 -136 -150 -100 W- 1 80.4 281.374 149 141 175
b_quark 0 4.18 162.992 -60 95 -118 b_quark 0 4.18 158.866 73 -134 44
b_quark 0 4.18 161.275 -138 -72 42 b_quark 0 4.18 191.407 183 -27 -49
b_quark 0 4.18 125.174 99 15 -75 b_quark 0 4.18 47.6285 -39 -21 17
b_quark 0 4.18 198.15 -134 -29 -143 b_quark 0 4.18 207.086 105 81 159
b_quark 0 4.18 135.216 104 -39 77 b_quark 0 4.18 94.3423 -41 79 -31
W+ 1 80.4 109.202 32 -54 -39 W- 1 80.4 99.4141 27 43 29
W+ 1 80.4 237.439 138 137 110 W- 1 80.4 126.717 -73 -50 -42
b_quark 0 4.18 145.717 140 40 -4 b_quark 0 4.18 148.073 -76 -126 16
b_quark 0 4.18 176.302 137 86 -70 b_quark 0 4.18 125.628 -70 -68 79
b_quark 0 4.18 201.51 -133 -20 150 b_quark 0 4.18 200.144 120 74 -142
b_quark 0 4.18 210.731 45 142 149 b_quark 0 4.18 227.654 -22 -194 -117
b_quark 0 4.18 124.07 -56 -84 -72 b_quark 0 4.18 166.992 72 146 37
W+ 1 80.4 207.931 -115 139 65 W- 1 80.4 302.387 137 -226 -123
b_quark 0 4.18 42.3258 -37 9 18 b_quark 0 4.18 100.352 17 58 -80
b_quark 0 4.18 122.941 87 78 -38 b_quark 0 4.18 201.538 -162 -66 100
b_quark 0 4.18 132.372 -44 112 -55 b_quark 0 4.18 116.2 -53 -26 100
b_quark 0 4.18 137.773 72 84 82 b_quark 0 4.18 140.337 20 -86 -109
b_quark 0 4.18 129.717 88 77 -56 b_quark 0 4.18 203.161 -18 -177 98
W+ 1 80.4 164.165 102 -71 71 W- 1 80.4 277.393 -183 137 -135
b_quark 0 4.18 188.033 -143 119 -27 b_quark 0 4.18 265.749 228 -75 114
b_quark 0 4.18 202.001 137 -137 57 b_quark 0 4.18 149.928 -58 44 -131
b_quark 0 4.18 132.682 123 -37 -33 b_quark 0 4.18 113.642 -44 -31 100
b_quark 0 4.18 175.805 -105 59 -128 b_quark 0 4.18 190.398 69 -12 177
W+ 1 80.4 180.815 115 -66 93 W- 1 80.4 232.766 -192 -6 -104
b_quark 0 4.18 173.377 125 -116 31 b_quark 0 4.18 208.601 -26 161 -130
W+ 1 80.4 133.664 -92 -33 43 W- 1 80.4 241.835 182 -20 -136
b_quark 0 4.18 66.4791 -63 -12 17 b_quark 0 4.18 123.533 83 -73 -55
b_quark 0 4.18 208.325 -147 -122 83 b_quark 0 4.18 225.11 176 140 -9
b_quark 0 4.18 99.7921 -26 39 -88 b_quark 0 4.18 77.424 71 -30 6
b_quark 0 4.18 131.413 -96 56 70 b_quark 0 4.18 272.579 169 -136 -165
b_quark 0 4.18 157.78 -114 -109 0 b_quark 0 4.18 93.4156 31 88 -2
W+ 1 80.4 168.823 135 56 -26 W- 1 80.4 189.479 -67 -135 82
b_quark 0 4.18 168.877 -129 55 94 b_quark 0 4.18 163.032 157 43 -8
b_quark 0 4.18 132.674 -23 -60 116 b_quark 0 4.18 150.022 -58 126 -57
b_quark 0 4.18 150.171 14 93 117 b_quark 0 4.18 160.905 48 -140 -63
b_quark 0 4.18 231.351 136 123 -141 b_quark 0 4.18 306.363 -204 -156 167
W+ 1 80.4 176.834 70 5 -141 W- 1 80.4 230.272 -120 -60 169
b_quark 0 4.18 172.054 -45 134 -98 b_quark 0 4.18 266.544 84 -234 96
W+ 1 80.4 202.292 95 -88 -133 W- 1 80.4 105.821 -47 37 34
b_quark 0 4.18 115.838 -21 108 36 b_quark 0 4.18 174.478 39 -170 -2
b_quark 0 4.18 209.873 -134 132 -93 b_quark 0 4.18 308.976 234 -182 87
tau+ 0 1.78 134.187 77 -25 -107 tau- 0 1.78 113.847 23 102 45
b_quark 0 4.18 81.5259 -38 12 -71 b_quark 0 4.18 83.5432 -48 -67 13
b_quark 0 4.18 132.165 125 -36 -23 b_quark 0 4.18 144.182 -119 -43 69
b_quark 0 4.18 157.157 -116 -35 100 b_quark 0 4.18 171.984 144 -40 -85
b_quark 0 4.18 98.3538 90 34 -20 b_quark 0 4.18 78.0479 -77 -8 -9
b_quark 0 4.18 166.672 79 -55 -136 b_quark 0 4.18 190.233 -89 155 65
b_quark 0 4.18 185.748 -137 -104 -70 b_quark 0 4.18 264.814 202 171 8
W+ 1 80.4 165.11 24 139 30 W- 1 80.4 135.197 -74 -43 67
b_quark 0 4.18 117.845 105 6 -53 b_quark 0 4.18 165.452 -157 -52 -2
W+ 1 80.4 229.622 67 -142 147 W- 1 80.4 257.006 -94 64 -216
b_quark 0 4.18 181.363 -113 -15 -141 b_quark 0 4.18 275.52 211 82 157
b_quark 0 4.18 239.647 -138 137 140 b_quark 0 4.18 224.712 137 -53 -170
b_quark 0 4.18 191.902 -22 143 126 b_quark 0 4.18 241.734 120 -167 -127
b_quark 0 4.18 98.8103 -5 75 -64 b_quark 0 4.18 65.0728 -58 -18 23
Z 1 91.2 193.617 93 -45 136 Z 1 91.2 263.119 -160 -33 -185
b_quark 0 4.18 155.588 27 130 -81 b_quark 0 4.18 41.0301 -19 -36 3
W+ 1 80.4 126.337 18 73 -62 W- 1 80.4 114.031 -31 -67 -33
b_quark 0 4.18 172.848 31 127 113 b_quark 0 4.18 306.776 -122 -197 -201
W+ 1 80.4 185.335 70 136 -67 W- 1 80.4 129.866 -56 -79 32
b_quark 0 4.18 175.58 43 -111 129 b_quark 0 4.18 297.589 -89 190 -211
b_quark 0 4.18 136.042 -124 -45 33 b_quark 0 4.18 236.629 218 64 66
tau+ 0 1.78 99.6051 65 -62 43 tau- 0 1.78 107.504 -60 27 -85
b_quark 0 4.18 190.199 -121 -131 66 b_quark 0 4.18 263.406 176 142 -135
tau+ 0 1.78 109.983 26 -91 -56 tau- 0 1.78 106.565 -30 7 102
b_quark 0 4.18 186.275 120 -115 -84 b_quark 0 4.18 63.9803 -30 26 50
b_quark 0 4.18 164.254 148 -63 -33 b_quark 0 4.18 157.935 -73 126 -61
b_quark 0 4.18 113.152 -37 56 91 b_quark 0 4.18 176.121 114 -62 -119
b_quark 0 4.18 175.532 -133 -111 28 b_quark 0 4.18 198.526 45 161 -107
W+ 1 80.4 148.223 109 60 -5 W- 1 80.4 158.988 -122 -52 -35
tau+ 0 1.78 76.1457 -27 -29 -65 tau- 0 1.78 167.416 84 88 115
b_quark 0 4.18 178.548 22 133 -117 b_quark 0 4.18 152.583 -68 -72 116
b_quark 0 4.18 117.416 -20 -75 -88 b_quark 0 4.18 66.8242 -56 36 -4
tau+ 0 1.78 126.519 -48 -110 -40 tau- 0 1.78 207.107 -24 205 17
b_quark 0 4.18 46.9731 -28 37 -6 b_quark 0 4.18 100.66 -69 5 -73
b_quark 0 4.18 95.3859 40 -85 16 b_quark 0 4.18 112.541 -94 26 56
b_quark 0 4.18 109.829 -2 -104 35 b_quark 0 4.18 90.4183 -81 34 21
b_quark 0 4.18 122.778 95 -76 -16 b_quark 0 4.18 183.683 -56 155 -81
W+ 1 80.4 210.155 63 -144 114 W- 1 80.4 307.796 -132 227 -139
W+ 1 80.4 210.243 -136 129 -51 W- 1 80.4 191.609 80 -135 75
b_quark 0 4.18 182.218 -19 115 140 b_quark 0 4.18 173.351 29 -74 -154
W+ 1 80.4 154.971 4 56 -120 W- 1 80.4 133.44 -57 -37 82
b_quark 0 4.18 153.683 4 -56 143 b_quark 0 4.18 229.485 -41 -41 -222
b_quark 0 4.18 117.006 97 -50 42 b_quark 0 4.18 230.47 -137 129 -133
b_quark 0 4.18 174.841 116 14 -130 b_quark 0 4.18 83.9492 -69 30 37
b_quark 0 4.18 169.312 2 -126 -113 b_quark 0 4.18 173.397 -12 159 68
b_quark 0 4.18 163.672 -67 -149 9 b_quark 0 4.18 120.41 96 72 -9
b_quark 0 4.18 165.065 117 102 -56 b_quark 0 4.18 248.329 -208 -65 119
b_quark 0 4.18 126.829 -20 -28 -122 b_quark 0 4.18 217.381 56 1 210
b_quark 0 4.18 168.106 -111 -60 111 b_quark 0 4.18 214.817 135 48 -160
b_quark 0 4.18 189.709 -110 -56 144 b_quark 0 4.18 137.1 117 7 -71
b_quark 0 4.18 153.803 6 -141 -61 b_quark 0 4.18 197.235 -96 168 -38
W+ 1 80.4 193.709 143 83 61 W- 1 80.4 225.22 -150 -144 -32
b_quark 0 4.18 51.0536 -8 -34 37 b_quark 0 4.18 71.9824 -42 -6 -58
b_quark 0 4.18 228.785 -145 -130 120 b_quark 0 4.18 200.176 55 118 -152
tau+ 0 1.78 93.205 14 -82 -42 tau- 0 1.78 94.5736 43 84 6
W+ 1 80.4 220.556 -104 -111 138 W- 1 80.4 258.629 20 147 -196
b_quark 0 4.18 179.239 122 -40 125 b_quark 0 4.18 193.885 -174 77 -37
W+ 1 80.4 173.208 -99 94 -70 W- 1 80.4 109.769 33 -20 64
W+ 1 80.4 187.926 24 -150 76 W- 1 80.4 224.014 43 162 -125
W+ 1 80.4 150.247 -43 106 -55 W- 1 80.4 180.461 53 -117 98
b_quark 0 4.18 134.211 65 -9 117 b_quark 0 4.18 118.387 -22 95 -67
b_quark 0 4.18 120.874 108 48 -25 b_quark 0 4.18 191.524 -158 -108 -6
b_quark 0 4.18 206.394 -137 114 104 b_quark 0 4.18 215.962 166 -135 -29
b_quark 0 4.18 123.707 90 25 81 b_quark 0 4.18 90.7936 -19 44 -77
W+ 1 80.4 100.245 -16 -52 -25 W- 1 80.4 147.395 4 58 109
W+ 1 80.4 108.486 -20 -69 -12 W- 1 80.4 119.403 44 -9 76
b_quark 0 4.18 222.718 120 145 119 b_quark 0 4.18 221.051 -199 -86 -43
b_quark 0 4.18 106.115 61 -31 -81 b_quark 0 4.18 173.356 -45 127 109
b_quark 0 4.18 122.701 78 -55 -77 b_quark 0 4.18 105.582 -17 -29 100
tau+ 0 1.78 159.694 117 107 -19 tau- 0 1.78 162.435 -58 -127 83
b_quark 0 4.18 187.826 146 -16 117 b_quark 0 4.18 228.99 -191 73 -103
b_quark 0 4.18 96.4286 4 47 84 b_quark 0 4.18 106.318 61 29 -82
b_quark 0 4.18 101.126 74 -37 58 b_quark 0 4.18 126.781 -34 4 -122
b_quark 0 4.18 120.243 64 12 -101 b_quark 0 4.18 162.725 -162 -13 7
b_quark 0 4.18 154.75 127 76 -45 b_quark 0 4.18 224.739 -221 -32 -25
b_quark 0 4.18 126.501 108 -15 -64 b_quark 0 4.18 187.506 -136 2 129
b_quark 0 4.18 172.46 122 -75 96 b_quark 0 4.18 136.848 -115 42 -61
b_quark 0 4.18 184.164 -43 -105 145 b_quark 0 4.18 235.464 36 51 -227
b_quark 0 4.18 113.382 69 -51 74 b_quark 0 4.18 69.9677 23 -43 -50
b_quark 0 4.18 144.095 1 -84 -117 b_quark 0 4.18 166.143 81 144 17
b_quark 0 4.18 50.4229 -42 20 -19 b_quark 0 4.18 109.633 20 -81 -71
b_quark 0 4.18 152.406 59 73 -120 b_quark 0 4.18 75.6801 -15 -42 61
W+ 1 80.4 140.496 -11 85 -77 W- 1 80.4 145.61 39 -104 49
b_quark 0 4.18 147.362 -31 1 -144 b_quark 0 4.18 187.071 -20 -33 183
b_quark 0 4.18 204.652 95 -122 -134 b_quark 0 4.18 223.802 -58 55 209
b_quark 0 4.18 174.927 149 -70 -59 b_quark 0 4.18 154.028 -105 69 89
tau+ 0 1.78 113.614 -38 -81 70 tau- 0 1.78 80.7228 -49 4 -64
b_quark 0 4.18 205.179 -143 56 136 b_quark 0 4.18 269.71 119 -146 -193
b_quark 0 4.18 61.5506 -11 -53 -29 b_quark 0 4.18 108.717 -64 59 -65
tau+ 0 1.78 224.159 -148 -116 122 tau- 0 1.78 222.072 193 92 -60
b_quark 0 4.18 95.1865 77 -45 -33 b_quark 0 4.18 162.86 -136 21 87
b_quark 0 4.18 57.3103 -37 37 -23 b_quark 0 4.18 93.7202 -51 9 78
W+ 1 80.4 192.198 134 46 -102 W- 1 80.4 146.909 -85 18 87
b_quark 0 4.18 143.274 -13 -46 -135 b_quark 0 4.18 152.733 -50 -19 143
b_quark 0 4.18 120.592 -20 -61 102 b_quark 0 4.18 131.451 -57 -18 -117
b_quark 0 4.18 177.253 79 -106 118 b_quark 0 4.18 111.949 -43 75 -71
b_quark 0 4.18 152.733 9 -90 123 b_quark 0 4.18 201.443 -32 127 -153
b_quark 0 4.18 80.265 -5 64 48 b_quark 0 4.18 125.234 73 -64 -79
b_quark 0 4.18 92.4634 -4 -80 -46 b_quark 0 4.18 146.678 -88 117 -8
b_quark 0 4.18 200.438 125 -118 103 b_quark 0 4.18 260.704 -157 64 -198
W+ 1 80.4 188.25 -133 -7 106 W- 1 80.4 268.548 185 10 -177
b_quark 0 4.18 92.4093 -63 67 8 b_quark 0 4.18 93.4424 63 -11 -68
b_quark 0 4.18 174.65 -135 -38 -104 b_quark 0 4.18 285.174 219 111 145
tau+ 0 1.78 117.253 -74 -13 90 tau- 0 1.78 194.929 63 -64 -173
b_quark 0 4.18 72.1351 21 53 44 b_quark 0 4.18 118.888 -94 -41 -60
b_quark 0 4.18 163.998 75 -138 47 b_quark 0 4.18 182.591 -108 147 7
b_quark 0 4.18 119.885 25 43 109 b_quark 0 4.18 144.836 -36 -8 -140
b_quark 0 4.18 151.018 8 150 -15 b_quark 0 4.18 198.049 9 -185 -70
b_quark 0 4.18 67.383 25 33 53 b_quark 0 4.18 107.51 -46 -20 -95
b_quark 0 4.18 129.948 -31 32 -122 b_quark 0 4.18 237.378 49 -97 211
b_quark 0 4.18 160.961 -15 -95 -129 b_quark 0 4.18 200.046 54 46 187
b_quark 0 4.18 155.552 137 -53 51 b_quark 0 4.18 163.152 -152 4 -59
b_quark 0 4.18 131.676 24 128 -19 b_quark 0 4.18 103.786 72 -71 23
tau+ 0 1.78 124.097 22 -108 -57 tau- 0 1.78 178.374 -113 138 1
tau+ 0 1.78 176.794 -79 134 -84 tau- 0 1.78 226.674 40 -223 -7
b_quark 0 4.18 158.071 100 -88 85 b_quark 0 4.18 246.17 -118 167 -137
tau+ 0 1.78 149.135 -73 130 3 tau- 0 1.78 229.249 162 -162 -8
W+ 1 80.4 208.327 94 98 -136 W- 1 80.4 256.878 -129 -191 80
W+ 1 80.4 212.408 -130 -147 12 W- 1 80.4 189.679 77 148 41
W+ 1 80.4 168.633 81 -6 124 W- 1 80.4 154.584 -6 -86 -100
b_quark 0 4.18 171.393 58 -85 -137 b_quark 0 4.18 193.377 -48 108 153
b_quark 0 4.18 119.48 63 -17 100 b_quark 0 4.18 63.3283 8 -52 -35
W+ 1 80.4 187.814 -105 19 -132 W- 1 80.4 201.378 175 -10 58
tau+ 0 1.78 106.509 19 -96 -42 tau- 0 1.78 24.0035 2 20 13
W+ 1 80.4 165.774 -73 78 -98 W- 1 80.4 198.043 52 -127 118
W+ 1 80.4 154.791 -74 68 86 W- 1 80.4 172.363 30 -131 -72
b_quark 0 4.18 89.5683 66 -57 -20 b_quark 0 4.18 152.727 -130 18 78
W+ 1 80.4 130.817 -20 75 -68 W- 1 80.4 155.429 74 -53 97
b_quark 0 4.18 101.072 -42 -53 -75 b_quark 0 4.18 119.493 104 23 54
b_quark 0 4.18 46.5239 -31 -31 15 b_quark 0 4.18 135.597 -37 110 -70
b_quark 0 4.18 78.0991 32 33 -63 b_quark 0 4.18 149.27 -6 -18 148
b_quark 0 4.18 160.41 -63 -143 36 b_quark 0 4.18 127.348 50 110 -40
W+ 1 80.4 164.132 127 65 11 W- 1 80.4 279.292 -208 -150 -76
b_quark 0 4.18 152.975 -148 18 34 b_quark 0 4.18 157.859 147 53 22
b_quark 0 4.18 198.951 82 -134 122 b_quark 0 4.18 291.404 -135 205 -157
b_quark 0 4.18 172.414 -115 10 -128 b_quark 0 4.18 93.4049 81 -25 39
b_quark 0 4.18 203.969 -19 139 148 b_quark 0 4.18 261.955 77 -195 -157
b_quark 0 4.18 156.6 104 -111 -37 b_quark 0 4.18 125.457 -100 69 31
b_quark 0 4.18 143.904 -109 -73 -59 b_quark 0 4.18 125.246 119 8 38
b_quark 0 4.18 123.339 43 -115 -11 b_quark 0 4.18 112.243 -58 96 1
b_quark 0 4.18 194.12 -58 149 110 b_quark 0 4.18 345.28 151 -244 -192
b_quark 0 4.18 123.351 -94 79 -11 b_quark 0 4.18 170.063 70 -152 -30
W+ 1 80.4 155.522 -113 65 -27 W- 1 80.4 132.583 67 -81 -8
b_quark 0 4.18 195.135 94 -150 82 b_quark 0 4.18 175.475 -113 121 -58
b_quark 0 4.18 133.77 -2 112 -73 b_quark 0 4.18 146.845 27 -144 -9
b_quark 0 4.18 122.583 107 -38 46 b_quark 0 4.18 179.18 -74 106 -124
b_quark 0 4.18 205.301 129 71 -143 b_quark 0 4.18 242.071 -41 -82 224
b_quark 0 4.18 178.088 68 -107 -125 b_quark 0 4.18 78.7304 -41 12 66
b_quark 0 4.18 89.2943 8 46 76 b_quark 0 4.18 87.2151 -14 -72 -47
W+ 1 80.4 126.796 -21 46 -84 W- 1 80.4 111.652 1 -60 49
b_quark 0 4.18 241.691 -122 147 148 b_quark 0 4.18 209.092 75 -126 -149
b_quark 0 4.18 207.086 -125 71 -149 b_quark 0 4.18 269.228 189 -139 132
b_quark 0 4.18 160.211 61 -148 5 b_quark 0 4.18 217.155 7 197 -91
b_quark 0 4.18 202.868 120 -127 103 b_quark 0 4.18 248.253 -198 58 -138
b_quark 0 4.18 81.8992 -76 -17 -25 b_quark 0 4.18 93.6134 63 -69 -4
b_quark 0 4.18 208.678 -42 -143 146 b_quark 0 4.18 237.946 -35 124 -200
W+ 1 80.4 169.78 56 125 -60 W- 1 80.4 112.974 -63 -47 11
tau+ 0 1.78 176.14 -143 -67 -78 tau- 0 1.78 164.478 140 39 77
b_quark 0 4.18 107.231 23 74 74 b_quark 0 4.18 112.136 -112 -2 -3
W+ 1 80.4 186.968 44 149 -66 W- 1 80.4 113.376 -35 -61 38
W+ 1 80.4 172.308 97 -116 -19 W- 1 80.4 195.38 -147 86 52
b_quark 0 4.18 76.2265 -59 -34 34 b_quark 0 4.18 116.372 66 87 40
b_quark 0 4.18 146.6 73 73 104 b_quark 0 4.18 166.224 -44 -99 -126
b_quark 0 4.18 179.261 143 -108 2 b_quark 0 4.18 216.387 -143 146 -71
b_quark 0 4.18 97.8748 87 -12 43 b_quark 0 4.18 84.2524 -69 4 -48
W+ 1 80.4 140.979 109 33 -21 W- 1 80.4 224.041 -149 -123 80
b_quark 0 4.18 114.243 -3 -104 47 b_quark 0 4.18 133.879 93 76 -59
b_quark 0 4.18 101.19 -51 15 -86 b_quark 0 4.18 138.991 56 -6 127
b_quark 0 4.18 197.075 -138 129 -56 b_quark 0 4.18 152.671 135 -65 29
W+ 1 80.4 156.41 -48 -120 36 W- 1 80.4 167.467 104 102 -19
W+ 1 80.4 129.542 44 -91 10 W- 1 80.4 122.781 -31 75 45
b_quark 0 4.18 177.165 -121 -40 123 b_quark 0 4.18 178.178 45 11 -172
b_quark 0 4.18 87.8548 49 20 -70 b_quark 0 4.18 163.397 -59 -36 148
b_quark 0 4.18 92.1221 -81 -42 12 b_quark 0 4.18 84.832 43 43 -59
W+ 1 80.4 154.991 86 -19 99 W- 1 80.4 136.419 -31 103 -24
Z 1 91.2 104.606 17 20 44 Z 1 91.2 173.284 65 -51 -122
tau+ 0 1.78 166.857 -150 73 3 tau- 0 1.78 159.412 129 -88 -32
b_quark 0 4.18 98.9013 -34 -92 -12 b_quark 0 4.18 105.207 -51 47 79
W+ 1 80.4 178.172 106 106 53 W- 1 80.4 193.218 -20 -162 -65
b_quark 0 4.18 157.932 70 120 75 b_quark 0 4.18 144.646 -6 -63 -130
b_quark 0 4.18 168.4 -118 31 116 b_quark 0 4.18 203.555 24 -29 -200
b_quark 0 4.18 155.06 -143 -21 -56 b_quark 0 4.18 201.528 176 76 62
b_quark 0 4.18 119.564 -25 57 102 b_quark 0 4.18 137.341 5 18 -136
b_quark 0 4.18 92.3768 -90 20 -4 b_quark 0 4.18 107.937 -2 35 102
b_quark 0 4.18 168.281 120 115 26 b_quark 0 4.18 231.721 -168 -147 62
b_quark 0 4.18 140.522 -42 134 -3 b_quark 0 4.18 161.005 68 -140 -41
b_quark 0 4.18 157.135 -149 -13 48 b_quark 0 4.18 233.483 174 70 -139
tau+ 0 1.78 108.44 -98 6 -46 tau- 0 1.78 107.857 45 -86 47
W+ 1 80.4 220.756 -144 142 -37 W- 1 80.4 272.843 145 -215 -27
W+ 1 80.4 152.765 36 76 99 W- 1 80.4 234.175 -118 -15 -185
b_quark 0 4.18 124.123 -45 -92 70 b_quark 0 4.18 201.103 62 95 -166
b_quark 0 4.18 93.1207 -86 33 -13 b_quark 0 4.18 197.898 155 64 105
b_quark 0 4.18 182.588 -143 -74 -86 b_quark 0 4.18 286.048 223 -6 179
b_quark 0 4.18 157.564 -109 88 72 b_quark 0 4.18 119.183 89 -5 -79
b_quark 0 4.18 122.75 -3 20 121 b_quark 0 4.18 130.313 -36 -28 -122
b_quark 0 4.18 164.525 -31 107 121 b_quark 0 4.18 170.785 -15 -37 -166
W+ 1 80.4 116.971 -65 47 28 W- 1 80.4 123.366 93 -9 5
b_quark 0 4.18 178.313 -121 -96 89 b_quark 0 4.18 156.466 128 84 -32
b_quark 0 4.18 108.713 -9 46 -98 b_quark 0 4.18 147.335 95 -11 112
W+ 1 80.4 124.889 -85 -12 42 W- 1 80.4 171.922 66 -64 -121
b_quark 0 4.18 136.702 66 115 33 b_quark 0 4.18 233.091 -156 -157 -73
tau+ 0 1.78 160.618 15 -109 -117 tau- 0 1.78 180.489 58 155 72
b_quark 0 4.18 163.378 -91 13 135 b_quark 0 4.18 215.003 59 -98 -182
W+ 1 80.4 113.68 19 -13 -77 W- 1 80.4 133.309 -23 13 103
b_quark 0 4.18 213.65 146 -83 -132 b_quark 0 4.18 205.289 -199 -5 50
b_quark 0 4.18 101.052 -92 -41 -7 b_quark 0 4.18 175.03 132 87 75
b_quark 0 4.18 137.915 27 -135 -7 b_quark 0 4.18 177.886 17 176 -19
b_quark 0 4.18 93.0348 -30 -13 87 b_quark 0 4.18 191.443 55 -22 -182
W+ 1 80.4 139.116 99 -28 48 W- 1 80.4 200.714 -146 25 -109
b_quark 0 4.18 105.411 23 -98 -31 b_quark 0 4.18 106.824 -15 105 12
W+ 1 80.4 112.13 -18 -48 59 W- 1 80.4 168.384 72 57 -116
b_quark 0 4.18 138.815 90 44 96 b_quark 0 4.18 115.445 -102 -35 -41
b_quark 0 4.18 176.081 -137 97 53 b_quark 0 4.18 204.908 157 -64 -115
b_quark 0 4.18 90.8486 78 -46 6 b_quark 0 4.18 36.3658 -5 -32 -16
W+ 1 80.4 169.204 71 130 15 W- 1 80.4 175.73 -32 -152 17
W+ 1 80.4 169.921 0 -140 -53 W- 1 80.4 209.765 36 129 140
b_quark 0 4.18 129.898 114 -52 34 b_quark 0 4.18 130.186 -71 89 -63
b_quark 0 4.18 203.564 148 -14 -139 b_quark 0 4.18 211.458 -124 100 139
W+ 1 80.4 242.366 126 124 145 W- 1 80.4 257.927 -198 -97 -107
b_quark 0 4.18 109.369 54 48 82 b_quark 0 4.18 112.02 -67 11 -89
W+ 1 80.4 133.41 -7 -58 -89 W- 1 80.4 220.486 -70 55 185
b_quark 0 4.18 191.08 -138 131 -17 b_quark 0 4.18 210.633 202 -52 -29
b_quark 0 4.18 119.262 -101 33 54 b_quark 0 4.18 157.148 154 1 -31
W+ 1 80.4 151.08 -65 -30 106 W- 1 80.4 94.4148 -11 27 -40
b_quark 0 4.18 95.9139 -15 91 -26 b_quark 0 4.18 77.6304 74 -7 -22
b_quark 0 4.18 152.09 55 -117 -80 b_quark 0 4.18 168.797 -115 115 45
b_quark 0 4.18 130.52 3 25 128 b_quark 0 4.18 136.424 63 -84 -87
b_quark 0 4.18 163.247 134 -24 -90 b_quark 0 4.18 183.952 -131 -28 126
b_quark 0 4.18 170.644 -134 105 11 b_quark 0 4.18 241.767 232 -67 -11
b_quark 0 4.18 162.248 143 -73 -23 b_quark 0 4.18 265.338 -229 111 75
W+ 1 80.4 223.222 144 -88 122 W- 1 80.4 327.369 -237 -4 -211
Z 1 91.2 179.898 -42 149 -9 Z 1 91.2 232.627 31 -209 34
b_quark 0 4.18 201.362 -134 -93 118 b_quark 0 4.18 118.273 55 61 -85
W+ 1 80.4 162.45 -123 -69 6 W- 1 80.4 229.733 158 143 -30
W+ 1 80.4 135.463 79 67 -34 W- 1 80.4 171.059 -149 -14 -20
b_quark 0 4.18 180.753 -86 -133 -87 b_quark 0 4.18 271.475 162 194 99
b_quark 0 4.18 159.017 70 -40 137 b_quark 0 4.18 132.561 -111 -55 -47
b_quark 0 4.18 173.627 142 67 -74 b_quark 0 4.18 186.694 -102 32 153
b_quark 0 4.18 228.942 -107 138 -148 b_quark 0 4.18 255.191 84 -65 232
W+ 1 80.4 151.954 -11 -109 -68 W- 1 80.4 230.621 109 104 155
tau+ 0 1.78 172.41 -97 72 123 tau- 0 1.78 192.739 180 16 -67
b_quark 0 4.18 124.461 -110 58 -3 b_quark 0 4.18 142.164 32 -137 20
b_quark 0 4.18 224.812 119 149 119 b_quark 0 4.18 106.28 -35 -63 -78
b_quark 0 4.18 95.5378 93 -19 -10 b_quark 0 4.18 178.716 -152 -13 93
tau+ 0 1.78 119.169 114 -19 29 tau- 0 1.78 222.917 -212 32 -61
b_quark 0 4.18 184.996 -31 139 -118 b_quark 0 4.18 200.298 -33 -113 162
b_quark 0 4.18 50.4328 -46 -11 17 b_quark 0 4.18 95.8565 3 81 -51
b_quark 0 4.18 185.463 -7 133 -129 b_quark 0 4.18 92.1221 -8 -82 41
b_quark 0 4.18 217.206 147 -136 84 b_quark 0 4.18 219.671 -165 102 -103
b_quark 0 4.18 77.7912 20 75 -3 b_quark 0 4.18 109.318 72 -5 82
b_quark 0 4.18 228.533 -143 -105 -144 b_quark 0 4.18 208.508 83 40 187
b_quark 0 4.18 131.025 110 -17 69 b_quark 0 4.18 191.798 -12 105 -160
b_quark 0 4.18 166.585 -119 -114 -24 b_quark 0 4.18 215.192 200 73 31
b_quark 0 4.18 158.516 133 86 -5 b_quark 0 4.18 207.871 -123 -140 -92
b_quark 0 4.18 185.826 -73 -112 -129 b_quark 0 4.18 116.454 62 90 40
b_quark 0 4.18 147.877 -147 -4 15 b_quark 0 4.18 234.099 226 30 53
Z 1 91.2 201.15 72 -136 92 Z 1 91.2 307.731 -109 194 -192
b_quark 0 4.18 135.895 47 79 -100 b_quark 0 4.18 182.629 36 -174 42
W+ 1 80.4 145.001 56 79 72 W- 1 80.4 113.843 -72 -36 -4
